MAL_ID,Name,Score,English.name,Action,Adventure,Cars,Comedy,Dementia,Demons,Drama,Fantasy,Game,Historical,Horror,Josei,Kids,Magic,Martial Arts,Mecha,Military,Music,Mystery,Parody,Police,Psychological,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shoujo Ai,Shounen,Shounen Ai,Slice of Life,Space,Sports,Super Power,Supernatural,Thriller,Vampire,RatingG - All Ages,RatingPG - Children,RatingPG-13 - Teens 13 or older,RatingR - 17+ (violence & profanity),TypeMovie,TypeMusic,TypeONA,TypeOVA,TypeSpecial,TypeTV,Year_Premiered,Source4-koma manga,SourceBook,SourceCard game,SourceDigital manga,SourceGame,SourceLight novel,SourceManga,SourceMusic,SourceNovel,SourceOriginal,SourceOther,SourcePicture book,SourceRadio,SourceUnknown,SourceVisual novel,SourceWeb manga
3235,Magma Taishi,5.92,Ambassador Magma,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1993,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3245,Kindaichi Shounen no Jikenbo Specials,7.27,Kindaichi Case Files Special,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3248,Tenpou Ibun: Ayakashi Ayashi - Ayashi Shinkyoku,6.85,Ghost Slayers Ayashi:Inferno,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3252,Super Teukgeup Mazinger 7,4.89,Protectors of Universe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3256,Soukou Kihei Votoms: Pailsen Files,7.28,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3258,Lily C.A.T.,5.91,Lily C.A.T.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1987,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3265,Princess Tutu Recaps,6.59,Unknown,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3266,Ai Yori Aoshi: Enishi - Miyuki,6.95,Unknown,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3267,Kingdom of Chaos: Born to Kill,5.87,Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3269,.hack//G.U. Trilogy,7.14,.hack//G.U. Trilogy,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3270,IGPX: Immortal Grand Prix (2005),7.12,IGPX:Immortal Grand Prix,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2006,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3271,Bakutou Sengen Daigunder,6.67,Daigunder,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3272,Kinnikuman,7.22,Unknown,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1986,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3273,Kinnikuman (Movie),6.33,Unknown,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3274,Kinnikuman: Ooabare! Seigi Choujin,6.19,Unknown,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3275,Kinnikuman: Seigi Choujin vs. Kodai Choujin,6.13,Unknown,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1985,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3276,Kinnikuman: Gyakushuu! Uchuu Kakure Choujin,6.18,Unknown,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1985,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3277,Kinnikuman: Haresugata! Seigi Choujin,6,Unknown,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3278,Kinnikuman: New York Kiki Ippatsu!,6.2,Unknown,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3279,Kinnikuman: Seigi Choujin vs. Senshi Choujin,6.11,Unknown,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1986,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3280,Kinnikuman: Kessen! Shichinin no Seigi Choujin vs. Uchuu Nobushi,6.35,Unknown,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1984,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3281,Kinnikuman: Kinnikusei Oui Soudatsu-hen,6.71,Unknown,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1992,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3285,Himitsu no Akko-chan,6.3,Secrets of Akko-chan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3287,Tenkuu Danzai Skelter+Heaven,1.85,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3288,Gundam Evolve,6.63,Gundam Evolve,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3292,Potemayo Specials,7.32,Unknown,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3294,Gasshin Sentai Mechander Robo,5.88,Combining Squadron Mechander Robo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3295,Yatterman,6.6,Unknown,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3297,Aria the Origination,8.53,Aria the Origination,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3298,Hatenkou Yuugi,7.16,Hatenkou Yugi,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3305,Muteki Koujin Daitarn 3,7.08,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1979,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3312,Dr. Slump,7,Unknown,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3313,Montana Jones,6.91,Unknown,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3315,Kikou Keisatsu Metal Jack,6.28,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1991,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3317,Uchuusen Sagittarius,6.8,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1987,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3318,Kimi ga Nozomu Eien: Next Season,6.95,Rumbling Hearts OVA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3320,Harbor Light Monogatari: Fashion Lala yori,5.33,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1988,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3322,Wagaya no Oinari-sama.,7.22,Our Home's Fox Deity,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3325,Yuusha Exkaiser,6.53,The Brave Fighter Exkizer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1991,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3326,Inaka Isha,6.71,Franz Kafka's A Country Doctor,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2007,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3327,Giant Gorg,7.12,Giant Gorg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1984,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3335,Haikara-san ga Tooru,7.16,Smart-san,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1979,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3336,Mezame no Hakobune,5.95,Open Your Mind,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3345,Mikan Enikki,7.19,Unknown,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1993,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3349,Kiddy GiRL-AND,6.88,Kiddy Girl-AND,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3352,Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!,7.38,Unknown,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3354,Zombie-Loan Specials,7.05,Zombie-Loan,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3356,Mahoutsukai Sally,6.41,Sally the Witch,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1968,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3358,Kure-nai,7.38,Kurenai,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3359,Amatsuki,6.92,Amatsuki,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3361,UFO Senshi Dai Apolon,6.13,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1976,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3363,RD Sennou Chousashitsu,7.13,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3366,Persona: Trinity Soul,6.58,Persona:Trinity Soul,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3367,Furusato Japan,6.77,"Japan, Our Homeland",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3369,Shoubushi Densetsu Tetsuya,7.52,Unknown,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3381,Fushigi no Umi no Nadia Omake Gekijou,6.54,Nadia:Secret of Blue Water Specials,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3388,Majokko Megu-chan,6.65,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3389,Bus Gamer,6.54,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3390,Hoshi no Umi no Amuri,5.81,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3394,Kimagure Orange☆Road: Shounen Jump Special,6.61,Kimagure Orange Road TV Pilot,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1985,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3399,Rokushin Gattai GodMars,6.28,God Mars,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3401,Aru Tabibito no Nikki Specials,6.39,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2006,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3407,Blassreiter,6.94,Blassreiter,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3410,Sky Girls Specials,6.54,Unknown,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3420,Shigofumi,7.49,Shigofumi:Letters from the Departed,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3421,Kodomo no Omocha,7.12,Unknown,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3424,Porphy no Nagai Tabi,6.99,The Orphans of Simitra,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3425,Meiken Lassie,6.73,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3429,Blame! Special,5.36,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3430,Blame! Prologue,5.49,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3432,Chou Mashin Eiyuuden Wataru,6.91,Super Demon Hero Wataru,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3433,Go-Q-Choji Ikkiman,6.43,Battle Ball,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1986,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3434,Hey! Bumboo,6.07,Bumpety Boo,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3435,Joou Heika no Petite Angie,6.38,Angie Girl,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1978,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3436,Meme Iroiro Yume no Tabi,6.6,The Many Dream Journeys of Meme,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3437,Mister Ajikko,7.07,Unknown,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3438,Moero! Top Striker,6.7,Top Striker,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3444,The☆Ultraman,6.37,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1980,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3446,Biohazard: Degeneration,7.05,Unknown,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3447,Koukaku Kidoutai: Stand Alone Complex - Solid State Society - Uchikoma na Hibi,6.96,Ghost in the Shell:Stand Alone Complex - Solid State Society:Uchikomatic Days,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3449,Kamichu! Specials,7.49,The Goddess is a Middle School Student,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2006,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3456,Candy☆Boy: Side Story For Archive,6.85,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3457,Vampire Knight,7.03,Vampire Knight,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,2008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3460,Bosco Daibouken,6.95,Bosco Adventure,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1987,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
